hs10,hs10_desc,wave,effective_date,tariff
"7215500061","BARS AND RODS OF IRON OR NONALLOY STEEL, 0.25-0.6% OF CARBON BY WEIGHT, DIAMETER LT 76 MM, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED, NESOI","iron and steel",23mar2018,.25
"7215500063","BARS AND RODS OF IRON OR NONALLOY STEEL, 0.25-0.6% OF CARBON BY WEIGHT, DIAMETER 76-228 MM, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED NESOI","iron and steel",23mar2018,.25
"7215500065","BARS AND RODS OF IRON OR NONALLOY STEEL, 0.25-0.6% OF CARBON BY WEIGHT, DIAMETER GT 228 MM, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED NESOI","iron and steel",23mar2018,.25
"7215500090","BARS AND RODS, OF IRON OR NONALLOY STEEL, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED, CONTAINING BY WEIGHT  0.6 PERCENT OR MORE CARBON,NESOI","iron and steel",23mar2018,.25
"7215900000","OTHER BARS AND RODS, OF IRON OR NONALLOY STEEL, NESOI","iron and steel",23mar2018,.25
"7215901000","OTHER BARS AND RODS IRON OR NONALLOY STEEL, COATED OR PLATED WITH METAL, NOT COLD-FORMED","iron and steel",23mar2018,.25
"7215903000","OTHER BARS AND RODS IRON OR NONALLOY STEEL, COATED OR PLATED WITH METAL, COLD-FORMED","iron and steel",23mar2018,.25
"7215905000","OTHER BARS AND RODS IRON OR NONALLOY STEEL, NESOI","iron and steel",23mar2018,.25
"7216100000","ANGLES, SHAPES, AND U, I, OR H SECTIONS OF IRON OR NONALLOY STEEL NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED, LESS THAN 80MM HIGH","iron and steel",23mar2018,.25
"7216100010","ANGLES, SHAPES AND U SECTIONS, IRON OR NONALLOY STEEL,HOT ROLLED, HOT DRAWN,LESS THAN 80MM HIGH","iron and steel",23mar2018,.25
"7216100050","ANGLES, SHAPES AND I OR H SECTIONS, IRON OR NONALLOY STEEL, HOT-ROLLED, HOT-DRAWN, LESS THAN 80MM  HIGH","iron and steel",23mar2018,.25
"7216210000","ANGLES, SHAPES & L SECTIONS, OF IRON OR NONALLOY STEEL, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED, LESS THAN 80MM HIGH","iron and steel",23mar2018,.25
"7216220000","ANGLES, SHAPES, AND T SECTIONS, OF IRON OR NONALLOY STEEL, NOT FURTHER WORKED THAN HOT-ROLLED, HOT DRAWN OR EXTRUDED, LESS THAN 80MM HIGH","iron and steel",23mar2018,.25
"7216310000","ANGLES, SHAPES AND U SECTIONS, OF IRON OR NONALLOY STEEL, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED, 80MM OR MORE HIGH","iron and steel",23mar2018,.25
"7216320000","ANGLES, SHAPES AND I SECTIONS, OF IRON OR NONALLOY STEEL, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN, OR EXTRUDED, 80MM OR MORE HIGH,STANDARD BEAMS","iron and steel",23mar2018,.25
"7216330000","ANGLES, SHAPES AND H SECTIONS OF IRON OR NONALLOY STEEL NOT FURTHER WORKED THAN HOT-ROLLEED, HOT-DRAWN, OR EXTRUDED, 80MM OR MORE HIGH","iron and steel",23mar2018,.25
"7216330030","ANGLES, SHAPES & H SECTIONS IRON OR NONALLOY STEELHOT-ROLL, HOT-DRN,80 MM OR MORE HIGH,WEIGH NOT MORE THAN 11.3 KG PR 30.5CM, WEB DEPTH 102MM TO 356MM","iron and steel",23mar2018,.25
"7216330060","ANGLES,H SECTIONS IRON OR NONALLOY STEEL HOT-ROLLED,80MM OR MORE HIGH WEIGHING OVER 11.3KG BUT NOT OVER 27.2KG PER 30.5CM WEB DEPTH 203MM TO 457MM","iron and steel",23mar2018,.25
"7216330090","OTHR H SECTIONS IRON OR NONALLOY STEEL HOT-ROLLED 80 MM OR MORE HIGH","iron and steel",23mar2018,.25
"7216400000","ANGLES, SHAPES AND L OR T SECTIONS OF IRON OR NONALLOY STEEL NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED, 80MM OR HIGH","iron and steel",23mar2018,.25
"7216400010","ANGLES, SHAPES AND L SECTIONS IRON OR NONALLOY STEEL HOT-ROLLED, HOT-DRAWN,80MM OR MORE HIGH","iron and steel",23mar2018,.25
"7216400050","ANGLES, SHAPES AND T SECTIONS IRON OR NONALLOY STEEL, HOT-ROLLED, HOT-DRAWN, 80MM OR MORE HIGH","iron and steel",23mar2018,.25
"7216500000","ANGLES, SHAPES, AND SECTIONS, OF IRON OR NONALLOY STEEL, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN, OR EXTRUDED, NESOI","iron and steel",23mar2018,.25
"7216610000","ANGLES, SHAPES AND SECTIONS, IRON OR NONALLOY STEEL, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED, OBTAINED FROM FLAT-ROLLED PRODUCTS","China",24sep2018,.1
"7216690000","ANGLES, SHAPES AND SECTIONS, IRON OR NONALLOY STEEL, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED, NOT OBTAINED FROM FLAT-ROLLED PRODUCTS","China",24sep2018,.1
"7216910000","ANGLES, SHAPES AND SECTIONS, IRON OR NONALLOY STEEL, COLD-FORMED OR COLD-FINISHED, FROM FLAT-ROLLED PRODUCTS, NESOI","China",24sep2018,.1
"7216910010","ANGLES, SHAPES AND SECTIONS, IRON OR NONALLOY STEEL, COLD-FORMED OR COLD-FINISHED, FROM FLAT-ROLLED PRODUCTS; DRILLED,NOTCHED,PUNCHED OR CAMBERED","China",24sep2018,.1
"7216910090","ANGLES, SHAPES AND SECTIONS, IRON/NONALLOY STEEL, COLD-FORMED OR COLD-FINISHED, FROM FLAT-ROLLED PRODUCTS, NESOI (EX DRILLED/NOTCHED/PUNCHED/CAMBERED)","China",24sep2018,.1
"7216990000","ANGLES, SHAPES AND SECTIONS, IRON OR NONALLOY STEEL, NESOI","iron and steel",23mar2018,.25
"7216990010","ANGLES, SHAPES AND SECTIONS, IRON OR NONALLOY STEEL, DRILLED, NOTCHED, PUNCHED OR CAMBERED","iron and steel",23mar2018,.25
"7216990090","ANGLES, SHAPES AND SECTIONS, IRON OR NONALLOY STEEL, NESOI (EX DRILLED, NOTCHED, PUNCHED OR CAMBERED PRODUCTS)","iron and steel",23mar2018,.25
"7217101000","FLAT WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, UNDER 0.25 PERCENT CARBON, NOT OVER 0.25MM THICK","iron and steel",23mar2018,.25
"7217101510","WIRE OF IRON OR NONALLOY STEEL LESS THAN 0.25 PERCENT CARBON, NOT PLATED OR COATED, WHETHER OR NOT POLISHED","iron and steel",23mar2018,.25
"7217102000","FLAT WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, UNDER 0.25 PERCENT CARBON, OVER 0.25MM-1.25MM THICK","iron and steel",23mar2018,.25
"7217102510","WIRE OF IRON OR NONALLOY STEEL 0.25 TO UNDER 0.6 PERCENT CARBON, NOT PLATED OR COATED, WHETHER OR NOT POLISHED","iron and steel",23mar2018,.25
"7217103000","FLAT WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, UNDER 0.25 PERCENT CARBON, OVER 1.25MM THICK","iron and steel",23mar2018,.25
"7217104040","ROUND WIRE, IN COILS WEIGH NT MORE THAN 2 KG, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, UNDER 0.25 PERCNT CARBON, UNDER 1.5MM DIAMETR, HEAT-TREATD","iron and steel",23mar2018,.25
"7217104045","ROUND WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, UNDER 0.25 PERCENT CARBON, UNDER 1.5MM DIAMETER, HEAT-TREATED","iron and steel",23mar2018,.25
"7217104090","ROUND WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, UNDER 0.25 PERCENT CARBON, UNDER 1.5MM DIAMETER,NOT HEAT-TREATED","iron and steel",23mar2018,.25
"7217105030","ROUND WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, UNDER 0.25 PERCENT CARBON, 1.5MM OR MORE DIAMETER, HEAT TREATED","iron and steel",23mar2018,.25
"7217105090","ROUND WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, UNDER 0.25 PERCENT CARBON, 1.5MM OR MORE DIAMETER, NO HEAT TREATED","iron and steel",23mar2018,.25
"7217106000","OTHER WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, UNDER 0.25 PERCENT CARBON","iron and steel",23mar2018,.25
"7217107000","FLAT WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, 0.25 PERCENT OR MORE CARBON","iron and steel",23mar2018,.25
"7217107510","WIRE OF IRON OR NONALLOY STEEL 0.6 PERCENT OR MORE CARBON, NOT PLATED OR COATED, WHETHER OR NOT POLISHED","iron and steel",23mar2018,.25
"7217108010","ROUND WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, 0.25 BUT UNDER 0.6 PERCENT CARBON, HEAT-TREATED","iron and steel",23mar2018,.25
"7217108020","ROUND WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, 0.25 BUT UNDER 0.6 PERCENT CARBON, NOT HEAT-TREATED","iron and steel",23mar2018,.25
"7217108025","ROUND WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, UNDER 1.0MM DIAMETER, OVER 0.6 PERCENT CARBON, HEAT-TREATED","iron and steel",23mar2018,.25
"7217108030","ROUND WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, 1.0MM TO UNDER 1.5MM IN DIAMETER, OVER 0.6 PERCENT CARBON, HEAT-TREATED","iron and steel",23mar2018,.25
"7217108045","ROUND WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, OVER 0.6 PERCENT CARBON, 1.5MM OR MORE IN DIAMETER, HEAT-TREATED","iron and steel",23mar2018,.25
"7217108060","ROUND WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, OVER 0.6 PERCENT CARBON, UNDER 1.0MM IN DIAMETER, NOT HEAT-TREATED","iron and steel",23mar2018,.25
"7217108075","ROUND WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, OVER 0.6 PERCENT CARBON, 1.0MM-UNDER 1.5MMDIAMETER, NOT HEAT-TREATED","iron and steel",23mar2018,.25
"7217108090","ROUND WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, OVER 0.6 PERCENT CARBON, 1.5MM OR MORE DIAMETER, NOT HEAT TREATED","iron and steel",23mar2018,.25
"7217109000","OTHER WIRE, IRON OR NONALLOY STEEL, NOT PLATED OR COATED, NESOI","iron and steel",23mar2018,.25
"7217201010","WIRE OF IRON OR NONALLOY STEEL LESS THAN 0.25 PERCENT CARBON, PLATED OR COATED WITH ZINC","iron and steel",23mar2018,.25
"7217201500","FLAT WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH ZINC","iron and steel",23mar2018,.25
"7217203000","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH ZINC 1.5 MM OR MORE DIAMETER, UNDER 0.25 PERCENT CARBON","iron and steel",23mar2018,.25
"7217204510","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH ZINC, UNDER 1.0MM DIAMETER, UNDER 0.25 PERCENT CARBON","iron and steel",23mar2018,.25
"7217204520","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH ZINC, 0.25 BUT UNDER 0.6 PERCENT CARBON, UNDER 1.0MM DIAMETER","iron and steel",23mar2018,.25
"7217204530","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH ZINC, UNDER 1.0MM DIAMETER, 0.6 PERCENT OR MORE CARBON","iron and steel",23mar2018,.25
"7217204540","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH ZINC, 1.0 MM-UNDER 1.5 MM DIAMETER,UNDER 0.25 PERCENT CARBON","iron and steel",23mar2018,.25
"7217204550","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH ZINC, 1.0MM TO UNDER 1.5MM DIAMETER, 0.25 BUT UNDER 0.6 PERCENT CARBON","iron and steel",23mar2018,.25
"7217204560","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH ZINC, 1.0MM UNDER 1.5MM DIAMETER, 0.6 PERCENT OR MORE CARBON","iron and steel",23mar2018,.25
"7217204570","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH ZINC, 1.5MM OR MORE IN DIAMETER, 0.25 TO UNDER 0.6 PERCENT CARBON","iron and steel",23mar2018,.25
"7217204580","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH ZINC, 1.5MM OR MORE DIAMETER, 0.6 PRECENT OR MORE CARBON","iron and steel",23mar2018,.25
"7217205010","WIRE OF IRON OR NONALLOY STEEL 0.25 TO UNDER 0.6 PERCENT CARBON, PLATED OR COATED WITH ZINC","iron and steel",23mar2018,.25
"7217206000","OTHER WIRE, IRON OR NONALLOY STELL, PLATED OR COATED WITH ZINC, LESS THAN 0.25 PERCENT CARBON","iron and steel",23mar2018,.25
"7217207500","OTHER WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH ZINC, 0.25 PERCENT OR MORE CARBON","iron and steel",23mar2018,.25
"7217209010","WIRE OF IRON OR NONALLOY STEEL 0.6 PERCENT OR MORE CARBON, PLATED OR COATED WITH ZINC","iron and steel",23mar2018,.25
"7217301010","WIRE OF IRON OR NONALLOY STEEL LESS THAN 0.25 PERCENT CARBON, PLATED  OR COATED WITH BASE METALS OTHER THAN ZINC","iron and steel",23mar2018,.25
"7217301530","FLAT WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METALS EXCLUDING ZINC, 0.6 PERCENT OR MORE CARBON","iron and steel",23mar2018,.25
"7217301560","FLAT WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METALS (EXLCUDING ZINC), LESS THAN 0.6 PERCENT CARBON","iron and steel",23mar2018,.25
"7217303000","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METAL EXCLUDING ZINC, 1.5MM AND OVER IN DIAMETER, UNDER 0.25 PERCENT CARBON","iron and steel",23mar2018,.25
"7217304504","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METAL EXCLUDING ZINC, CONT BY WGT LESS THAN .20% CARBON, FOR ELECTRIC ARC WELDING","iron and steel",23mar2018,.25
"7217304511","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METAL EXCLUDING ZINC, LESS THAN 1.0MM DIAMETER, UNDER 0.25 PERCENT CARBON","iron and steel",23mar2018,.25
"7217304520","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METALS EXCLUDING ZINC, UNDER 1.0MM DIAMETER, 0.25 BUT UNDER 0.6 PERCENT CARBON","iron and steel",23mar2018,.25
"7217304530","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METALS EXCLUDING ZINC, UNDER 1.0MM DIAMETER, 0.6 PERCENT OR MORE CARBON","iron and steel",23mar2018,.25
"7217304541","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METAL EXCLUDING ZINC, 1.0MM TO UNDER 1.5MM DIAMETER, UNDER 0.25 PERCENT CARBON","iron and steel",23mar2018,.25
"7217304550","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METALS EXCLUDING ZINC, 1.0 TO UNDER 1.5MM DIAMETER, 0.25 TO UNDER 0.6 PERCENT CARBON","iron and steel",23mar2018,.25
"7217304560","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METALS EXCLUDING ZINC, 1.0MM-UNDER 1.5MM DIAMETER, 0.6 PERCENT OR MORE CARBON","iron and steel",23mar2018,.25
"7217304590","ROUND WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METALS EXCLUDING  ZINC, 1.5MM OR MORE IN DIAMETER","iron and steel",23mar2018,.25
"7217305010","WIRE OF IRON OR NONALLOY STEEL 0.25 TO UNDER 0.6 PERCENT CARBON, PLATED OR COATED WITH BASE METALS OTHER THAN ZINC","iron and steel",23mar2018,.25
"7217306000","OTHER WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METAL EXCLUDING ZINC, LESS THAN 0.25 PERCENT CARBON","iron and steel",23mar2018,.25
"7217307500","OTHER WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED WITH BASE METALS EXCLUDING ZINC, 0.25 PERCENT OR MORE CARBON","iron and steel",23mar2018,.25
"7217309010","WIRE OF IRON OR NONALLOY STEEL 0.6 PERCENT OR MORE CARBON, PLATED OR COATED WITH BASE METALS OTHER THAN ZINC","iron and steel",23mar2018,.25
"7217900000","WIRE OF IRON OR NONALLOY STEEL LESS THAN 0.25 PERCENT CARBON, NESOI","iron and steel",23mar2018,.25
"7217901000","WIRE, IRON OR NONALLOY STEEL, COATED WITH PLASTICS","iron and steel",23mar2018,.25
"7217905030","WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED, UNDER 0.25 PERCENT CARBON, NESOI","iron and steel",23mar2018,.25
"7217905060","WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED NESOI, 0.25 TO UNDER 0.6 PERCENT CARBON","iron and steel",23mar2018,.25
"7217905090","WIRE, IRON OR NONALLOY STEEL, PLATED OR COATED, 0.6 PERCENT OR MORE CARBON, NESOI","iron and steel",23mar2018,.25
"7218100000","STAINLESS STEEL INGOTS AND OTHER PRIMARY FORMS","iron and steel",23mar2018,.25
"7218910000","SEMIFINISHED PRODUCTS OF STAINLESS STEEL, RECTANGULAR (OTHER THAN SQUARE) CROSS-SECTION","iron and steel",23mar2018,.25
"7218910015","SEMIFINISHED STAINLESS STEEL, RECTANGULAR (NOT SQUARE) CROSS-SECTION, WIDTH LESS THAN 4 TIMES THICKNESS, CROSS-SECTIONAL AREA LESS THAN 232 CM SQUARED","iron and steel",23mar2018,.25
"7218910030","SEMIFINISHED STAINLESS STEEL, RECTANGULAR (NOT SQUARE) CROSS-SECTION, WIDTH LESS THAN 4 TIMES THICKNESS, CROSS-SECTIONAL AREA OF 232 CM2 OR MORE","iron and steel",23mar2018,.25
"7218910060","SEMIFINISHED STAINLESS STEEL, RECTANGULAR (NOT SQUARE) CROSS-SECTION, WIDTH AT LEAST 4 TIMES THE THICKNESS","iron and steel",23mar2018,.25
"7218990000","OTHER SEMIFINISHED PRODUCTS OF STAINLESS STEEL","iron and steel",23mar2018,.25
"7218990015","SEMIFINISHED STAINLESS STEEL, SQUARE CROSS-SECTION, CROSS-SECTIONAL AREA LESS THAN 232 CM SQUARED","iron and steel",23mar2018,.25
"7218990030","SEMIFINISHED STAINLESS STEEL, SQUARE CROSS-SECTION, CROSS-SECTIONAL AREA OF 232 CM SQUARED OR MORE","iron and steel",23mar2018,.25
"7218990045","SEMIFINISHED STAINLESS STEEL, CIRCULAR CROSS-SECTION, CROSS-SECTIONAL AREA LESS THAN 232 CM SQUARED","iron and steel",23mar2018,.25
"7218990060","SEMIFINISHED STAINLESS STEEL, CIRCULAR CROSS-SECTION,CROSS-SECTIONAL AREA OF 232 CM SQU ARED OR MORE","iron and steel",23mar2018,.25
"7218990090","SEMIFINISHED PRODUCTS OF STAINLESS STEEL, NESOI","iron and steel",23mar2018,.25
"7219110000","FLAT-ROLLED PRODUCTS OF STAINLESS STEEL 600MM WIDE OR MORE, NOT FURTHER WORKED THAN HOT ROLLED, IN COILS, OF A THICKNESS EXCEEDING 10MM","iron and steel",23mar2018,.25
"7219110030","FLAT-ROLLED STAINLESS STEEL NOT FURTHER WORKED THAN HOT-ROLLED, IN COILS; OF A WIDTH NOT EXCEEDING 1575MM","iron and steel",23mar2018,.25
"7219110060","FLAT-ROLLED STAINLESS STEEL NOT FURTHER WORKED THAN HOT-ROLLED, IN COILS; OF A WIDTH EXCEEDING 1575MM","iron and steel",23mar2018,.25
"7219120000","FLAT-ROLLED PRODUCTS OF STAINLESS STEEL 600MM WIDE OR MORE, NOT FURTHER WORKED THAN HOT ROLLED, IN COILS, 4.75MM OR MORE BUT LESS THAN 10MM THICKESS","iron and steel",23mar2018,.25
"7219120002","FLAT-ROLLED STAINLESS STEEL COILS, OVER 600MM TO 1370MM WIDE, HOT-ROLLED, OVER 4.75MM TO 10MM THICK, NOT ANNEALED OR NOT PICKLED","iron and steel",23mar2018,.25
"7219120006","FLAT-ROLLED HIGH-NICKEL STAINLESS STEEL 600 MM WIDE OR MORE HOT ROLLED COILED 4.75MM NOT OVER 10MM THICK, NESOI, OF HIGH-NICKEL ALLOY STEEL","iron and steel",23mar2018,.25
"7219120021","FLAT-ROLLED STAINLESS STEEL, THICKNESS EXCEED 4.75MM BUT NOT 10MM, NESOI, NESOI,WIDTH OF 1370 OR MORE, THICKNESS EXCEED 6.8MM, WIDTH NOT EXCEED 1575MM","iron and steel",23mar2018,.25
"7219120026","FLAT-ROLLED STAINLESS STEEL; OTHER; OTHER,  OF A THICKNESS EXCEEDING 6.8MM; OF A WIDTH EXCEEDING 1575MM","iron and steel",23mar2018,.25
"7219120051","FLAT-ROLLED STAINLESS STEEL HOT ROLLED, IN COILS, OF HIGH-NICKEL ALLOY STEEL; OTHER;OTHER, OF A WIDTH NOT EXCEEDING 1575MM","iron and steel",23mar2018,.25
"7219120056","FLAT-ROLLED STAINLESS STEEL HOT ROLLED, IN COILS, OF HIGH-NICKEL ALLOY STEEL; OTHER; OTHER, OF A WIDTH EXCEEDING 1575MM","iron and steel",23mar2018,.25
"7219120066","FLT-RLD STAINLESS STEEL COILS, OV 600 TO 1370MM WIDE, HOT-ROLLD, OV 4.75-UN 10MM THCK, OTHER, OTHER, OV 0.5-UN 24% NCKL, OV 1.5-UN 5% MOLYBDENUM","iron and steel",23mar2018,.25
"7219120071","FLAT-ROLLED STAINLESS STEEL COILS, OVER 600 TO 1370MM WIDE, HOT-ROLLED, OVER 4.75-UNDER 10MM THICK, OTHER, OTHER, OTHER, OVER 0.5-UNDER 24% NICKEL, MO","iron and steel",23mar2018,.25
"7219120081","FLAT-ROLLED STAINLESS STEEL COILS, OVER 600MM TO 1370MM WIDE, HOT-ROLLED, OVER 4.75MM TO 10MM THICK,  OTHER","iron and steel",23mar2018,.25
"7219130000","FLAT-ROLLED STAINLESS STEEL PRODUCTS 600MM WIDE OR MORE, HOT ROLLED,  IN COILS, OF A THICKNESS 3MM OR MORE BUT LESS THAN 4.75MM","iron and steel",23mar2018,.25
"7219130002","FLT-ROLLD STAINLESS STEEL COILS 600MM, HOT-ROLLED, 3-UN 4.75MM THCK, NOT ANNEALED OR PICKLED","iron and steel",23mar2018,.25
"7219130031","FLAT-ROLLED STAINLESS STEEL 1370MM WDE OR MORE HOT-ROLLED COILED 3 TO UNDER 4.75MM THICK, NESOI","iron and steel",23mar2018,.25
"7219130051","FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, OF A WIDTH 600-1370MM, NOT FURTHER WORKED THAN HOT-ROLLED, IN COILS, THICKNESS 3-4.75MM, 0.5-24%NI, 1.5-5%MO","iron and steel",23mar2018,.25
"7219130071","FLAT-ROLLED PRODUCTS OF STAINLESS STEEL, OF A WIDTH 600-1370 MM, NOT FURTHER WORKED THAN HOT-ROLLED, IN COILS, THICKNESS 3-4.75 MM, 0.5-24% NI, NESOI","iron and steel",23mar2018,.25
"7219130081","FLAT-ROLLED STAINLESS STEEL COILS,  OTHER, 600 BUT LESS THAN 1370MM WIDE, HOT-ROLLED, NICKEL CONTENT NESOI","iron and steel",23mar2018,.25
"7219140000","FLAT-ROLLED PRODUCTS OF STAINLESS STEEL 600MM WIDE OR MORE, NOT FURTHER WORKED THAN HOT ROLLED IN COILS, OF A THICKNESS LESS THAN 3MM","iron and steel",23mar2018,.25
"7219140030","FLAT-ROLLED STAINLESS STEEL 1370MM WDE OR MORE HOT-ROLLED COILED LESS THAN 3MM THICK","iron and steel",23mar2018,.25
"7219140065","HI-NICKEL STAINLESS STL FLT-RLD 600-1370MM WIDE HR COILS UN 3MM THCK","iron and steel",23mar2018,.25
"7219140090","STAINLESS STL FLAT-ROLLD 600-UN 1370MM WIDE HR COILS UN 3MM THK, OTHER","iron and steel",23mar2018,.25
"7219210000","FLAT-ROLLED STAINLESS STEEL 600MM WIDE OR MORE HOT-ROLLED NOT COILED OVER 10MM THICK","iron and steel",23mar2018,.25
"7219210005","FLAT-ROLLED HIGH-NICKEL STAINLESS STEEL 600MM WIDE OR MORE HOT-ROLLED NOT COILED OVER 10MM THICK","iron and steel",23mar2018,.25
"7219210020","FLAT-ROLLED STAINLESS STEEL; HOT ROLLED, NOT IN COILS; OF A THICKNESS EXCEEDING 10MM; OF A WIDTH NOT EXCEEDING 1575MM","iron and steel",23mar2018,.25
"7219210040","FLAT-ROLLED STAINLESS STEEL; HOT ROLLED, NOT IN COILS; OF A THICKNESS EXCEEDING 10MM; OF A WIDTH EXCCEEDING 1575MM BUT NOT EXCEEDING 1880MM","iron and steel",23mar2018,.25
"7219210060","FLAT-ROLLED STAINLESS STEEL; HOT ROLLED, NOT IN COILS; OF A THICKNESS EXCEEDING 10MM; OF A WIDTH EXCEEDING 1880MM","iron and steel",23mar2018,.25
"7219220000","FLAT-ROLLED STAINLESS STEEL 600MM OR MORE WIDE HOT-ROLLED, NOT COILED OF A THICKNESS 4.75MM OR MORE BUT NOT EXCEEDING 10MM","iron and steel",23mar2018,.25
"7219220005","FLAT-ROLLED HIGH-NICKEL STAINLESS STEEL 600MM WIDE OR MORE HOT-ROLLED NOT COILED 4.75 OR MORE BUT NOT OVER 10MM THICK","iron and steel",23mar2018,.25
"7219220015","FLAT-ROLLED STAINLESS STEEL; HOT-ROLLED; NOT COIL;OVER 1.5 PERCENT NICKEL, OVER 1.5 PERCENT BUT UNDER 5 PERCENT MOLYBDENUM; OF WIDTH NOT EXCEED 1575MM","iron and steel",23mar2018,.25
"7219220020","FLAT-ROLLED STAINLESS STEEL; HOT-ROLLED; NOT COIL;OVER 1.5 PERCENT NICKEL, OVER 1.5 PERCENT BUT UNDER 5 PERCENT MOLYBDENUM; OF WIDTH 1575 LT 1880MM","iron and steel",23mar2018,.25
"7219220025","FLAT-ROLLED STAINLESS STEEL; HOT-ROLLED; NOT COIL;OVER 1.5 PERCENT NICKEL, OVER 1.5 PERCENT BUT UNDER 5 PERCENT MOLYBDENUM; OF WIDTH EXCEEDING 1880MM","iron and steel",23mar2018,.25
"7219220035","FLAT-ROLLED STAINLESS STEEL; HOT-ROLLED; NOT COILED; OVER 1.5 PERCENT NICKEL; OTHER; OF A WIDTH NOT EXCEEDING 1575 MM","iron and steel",23mar2018,.25
"7219220040","FLAT-ROLLED STAINLESS STEEL; HOT-ROLLED; NOT COILED; OVER 1.5 PERCENT NICKEL; OTHER; OF A WIDTH EXCEEDING 1575 MM BUT NOT EXCEEDING 1880 MM","iron and steel",23mar2018,.25
"7219220045","FLAT-ROLLED STAINLESS STEEL; HOT-ROLLED; NOT COILED; OVER 1.5 PERCENT NICKEL; OTHER; OF A WIDTH EXCEEDING 1880 MM","iron and steel",23mar2018,.25
"7219220070","FLAT-ROLLED STAINLESS STEEL; HOT ROLLED; NOT IN COILS; OF A WIDTH NOT EXCEEDING 1575MM; OF A THICKNESS OF 4.75MM OR MORE BUT NOT EXCEEDING 10MM; NESOI","iron and steel",23mar2018,.25
